"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.188555401528096","0.0665938114123568","0.608291636986276","1.72442275716256","1.10020924585916","3.16805363549908","12.2707797402698","6.61258080861414","5.45043315573561","3.29806741743693","4.65949974895048","4.37657009672658","6.90990201303095","5.96010687349521","7.30731450469504","7.25233231640274","8.09234920917782","8.7886942137873","5.71603734064551","6.44066805582744","4.67672759828403","3.11193185351156","3.50211415457343","1.74473701796819","3.16536727816995","2.19257337687685","2.14204783415544","0.736361516844353","0.463408850763634","2.64030281211345","5.11469865492905","",
"American Samoa","ASM","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","2.83882858940304","-7.85167467538888","7.79244741939149","14.9127648905226","15.1513373975042","13.9928824628766","2.74507941414092","2.11159950934461","6.47507299741646","7.78129357132275","11.4469673344909","8.26611470909774","9.82404726203537","13.1907107216844","11.3746626582911","3.93528477960921","2.84780998913472","4.20557224184083","5.45404385818588","3.05364479536197","3.37111668580321","3.12891177578083","6.75966240320195","11.6781014449125","18.2157717391404","11.4087739966217","14.037428475118","11.3703519314173","12.0976310816903","24.9408965631385","26.3987533534645","11.2091593266996","6.83703492192764","8.15901230224041","5.43424969709311","9.40640903138073","7.00796526961064","3.35524419080796","7.93074035994626","6.54040819952073","9.87959672634112","12.1775193572219","7.7612308574784","7.52795987912524","18.1006036013337","16.1547093025951","",
"Australia","AUS","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","2.16080475109314","2.5547185155171","2.02535874892945","0.211558529488258","1.49243687256983","0.461474584182948","0.996878033091301","1.03400194016338","1.41516794570004","1.1045230371145","1.24426946229719","1.3265339118956","1.17828314151321","1.68728004752183","0.221296356153317","1.16179043592215","2.94272906224456","2.73924741601226","3.58934248700568","2.67553316461904","2.7158702183335","0.801329288608188","1.51816480727641","1.70200366338132","1.38118024954458","3.60404663129621","1.13717323478277","1.85658353264166","1.90095000193573","0.567408043229212","3.57859921888914","2.82305214676613","3.70306730541189","1.92099536209977","6.98071685334312","-3.60692792508377","4.08209296205439","5.19771793687634","4.2770159784301","3.11521892910031","3.09469944763869","4.68851108351557","3.71991676188702","3.45353676863069","4.30373251830494","3.46899584699556","3.55837243877673","3.63252860709497","4.24461148816089","2.77808318991818","1.19074395815641","1.78341600361351","4.13979510494672","",
"Austria","AUT","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.732777982692639","0.799227881728249","0.65912309271996","0.544663569274848","0.503135897686133","0.197482691976213","0.212360452737618","0.18781370589759","0.229467874379749","0.253498582850049","0.291619753734813","0.461073495241137","0.291714010549652","0.299662997484513","0.169507119647272","0.243804293891896","0.185185793404524","0.318512006698107","0.334055120432504","0.437230958605009","0.392278455333375","0.207141576445997","0.761498881480839","0.59098002519276","1.01988410755623","0.757178581680183","1.82233753501397","1.25427437663938","2.09468418834285","1.36910230404066","4.30890039469704","2.88059839235466","0.0645287982615572","2.36204525522699","1.05608551614073","25.6558278307872","3.1225333500469","17.6948460131618","1.45842274091571","3.55936613543504","-5.61017631479876","5.32423673714992","1.27469393348716","0.104862185985247","0.386858115054066","-2.08805653898309","-7.31091695803709","3.23990497953366","-6.2871015854224","-2.78770571216157","-2.85782199061955","3.70886934393561","2.14769868488775","",
"Azerbaijan","AZE","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000636783439490446","1.84387243127836","13.6534869926891","19.7473805562834","28.1356900500269","23.0067972039761","11.1392558729835","2.46437455007312","14.3593922707314","32.4654989629361","55.0728766554257","54.3650509070362","33.7957978256418","21.380140470442","13.9011034961161","8.1611083168233","6.54746236391725","6.337255132933","6.80050011965746","7.59651867931835","3.53211598676051","5.88846176710651","7.62606837682972","11.8828171505465","7.01669598350389","2.97797589143235","3.12183056112494","1.18790387182911","-3.11473447263613","-5.68396953352792","",
"Burundi","BDI","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.0411976025349473","","0.166123341081897","0.144575222438011","0.0637194505231799","0.0760119085323367","0.0178407057679777","-0.0456591352768567","0.145847710227366","-0.0383388214646282","0.500148583999594","1.14339178711724","0.0888255291150346","0.280720856762503","0.120549786351135","0.046832716873145","0.126820029714969","0.120879772464207","0.110552499276144","0.0509215013186548","0.110894210226116","0.0764520532874519","0.0554078910909431","0.0504648856980534","0.000427861408178981","0.198107378489511","","","","-0.0588051848971754","1.34215198357563","-0.0013048564735641","","","0.00488285714415742","0.0523404213217611","0.00248110542789526","0.0368858073302621","0.237816296916252","0.0195573004772572","0.0384119130803943","0.150056711459471","0.025925039024225","4.76125064193514","3.02120263415233","1.59867297285443","0.00209569343254139","0.0116197299255575","0.0368833867132797","0.0405569316096597","0.329176283151233","0.357862405838264","0.385886719713731","",
"Belgium","BEL","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","1.17575711437835","1.43519835301943","1.03737177455435","1.50595465286725","2.02915856675675","1.45345054898808","1.22590690244984","1.53902879649781","1.41812272871722","0.971564769653163","1.21799917270847","1.32383247921808","1.59852890452747","1.47928113384372","0.467153203211123","1.21886073677275","0.608121458920649","1.57631071531358","3.2116443541361","4.27489029065365","3.91889227088431","4.44753957098212","4.80693439303708","4.78369263919673","3.47657482650626","3.71102444734668","5.03718760952012","4.74788988025515","8.77679407696031","46.3484571485071","37.4753122979087","37.2564694834172","7.01242443993657","10.8648744877518","12.0521106747569","8.72717720186463","14.4078713936676","20.5026740062328","36.8029204549977","16.0070029161629","26.0669819962462","31.265983348903","2.38036960149692","-5.68061237430678","-2.84014749508768","-4.22079695282357","12.0862954763607","-7.41675753843461","-7.65717995735734","-3.98979364981819","-5.19884365090506","4.91317111059956","2.13991036576728","",
"Benin","BEN","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","2.00822645391888","0.835638702567895","1.16978485053446","0.69392665099164","-0.422446550980961","0.279190960980148","0.351140007882187","0.416775214145626","0.0811072679807101","0.300788216101374","0.307173113226367","0.161898100527333","-0.000960153628916556","0.000958313376674838","0.00108861307898807","-0.00860656969427103","0.0823290421830946","0.00640035953471579","-1.3369598677605","-0.0744505328917815","-0.150760018353931","0.0198255555852336","0.056291442095627","-0.951216875624251","-0.444751623578263","-0.356668640063887","-0.620945814843519","0.537109663360586","0.460029210413694","0.253298446675962","-0.36349075931042","0.456588183737808","-0.462423415216642","0.198870349303422","-0.658688596039682","-0.133820369489742","-0.175764667500162","1.70386973478895","0.492562990177947","-0.193121764606276","0.561144747750257","1.50844050539909","2.52705777310103","2.87863747120322","3.05420993339701","1.31501182120876","1.11488131010687","1.58170495079138","1.36073573349143","1.51631080442569","1.10934414070363","1.95608661051567","1.53248471488031","",
"Burkina Faso","BFA","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.0872592223192629","0.207292045309092","-0.120982616248443","0.652070590257185","0.355462796856599","0.0319158204163534","0.209923281237794","0.439346764363786","0.0786129545404523","0.0852168438420259","0.0010369572130349","0.136836472138513","0.111145937076363","0.123728455376364","0.114392946601086","-0.092109898028705","0.154200993096417","0.0561220518817235","0.141817377437063","0.216777278252004","0.0148324858775218","0.0181815538151598","0.0927416495610937","0.0993387959329996","0.969328484002779","0.412551117578447","0.627288483310232","0.398984037189206","0.157122688176947","0.233833751387627","0.778458188099508","0.19643674171402","0.414815899590866","0.614299289135196","0.26319031069026","0.84814587465402","1.28064578676022","0.284717939080865","0.351169723487995","0.599468939611006","0.384492219825665","1.19074493368625","2.62145990530181","3.64766773141753","2.56255154786841","1.95992715697748","3.04380349897539","0.0182370342122821","1.68919942943091","1.0164787374761","-0.557279533588196","-0.407059528562107","3.55863939919647","",
"Bangladesh","BGD","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","0.00143124174703601","0.0289363084432292","0.0175824730598327","0.00793554956015196","0.0535725925115662","0.072322992647562","0.0579742131990397","-0.0514600239396866","0.0469179450068916","0.0264695357833656","0.0375700405927019","0.0022941532029319","-0.00292412703814179","-0.0298943959229265","0.0111899311751012","0.0131907256034205","0.00691614475605439","0.000861339473035719","0.0102498457488284","0.00449146424413688","0.0117375764038405","0.0423616549795559","0.033012230974896","0.00499837818821928","0.0291349551912921","0.288896567530215","0.380236166897956","0.350304290993085","0.525362089236089","0.145443904569924","0.0955793676464671","0.445960783298092","0.689472335587341","1.17120896046669","0.635657187878018","0.817754424203324","1.4497483960094","0.879494644623361","1.06893486111064","0.983166188678784","1.18810221920636","1.73541762816674","1.468713066347","1.45128843109539","0.879488963720566","0.616294923042192","0.753510737984269","0.543233710331666","0.407944154674021","0.41412496609125","0.355255005340177","",
"Bulgaria","BGR","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0.0193872740170872","0.510803242446573","0.400946215139442","0.369274004683841","1.08688736681887","0.476002812624199","0.886541779009016","4.46089004740716","3.57471417993882","6.00842885272015","7.56080761987916","5.73162685921139","5.51519461491359","9.91625852839807","11.7462386509689","13.7204790059912","22.9038783511231","31.2275318810773","18.8997638100667","7.4901573261348","3.63054818996133","3.64377871047417","3.2937399637389","3.56126116234701","1.91330024420873","4.37178262709924","2.75817770359404","3.3844183495399","2.7269193821993","3.22476396917176","5.10816174958716","2.97392384442079","3.56033908579479","",
"Bahrain","BHR","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","-13.6048785247406","0.119671753968863","0.780566094868503","1.71603532213727","3.60231529170047","2.77474328162553","-1.0455693996689","-1.0584915366545","5.99813231808059","4.68093894128175","2.16926559356137","13.4182174338883","18.282579489476","-5.28819122278764","3.74032691068299","7.36112680738262","33.5660175347339","5.1862288175725","2.90201967187026","6.85299995707791","4.01154558234919","0.895243944446186","2.26180894388217","4.66554367760964","6.58021002500264","6.56659445840229","15.7508650085887","8.08243218951671","6.97757782740497","1.12105291032726","0.605800045797767","2.71349353049908","5.02346532615333","11.4559732697771","4.54843083119189","0.208992859981636","0.754928694303382","4.02005077169679","4.37610466741817","2.4364152052235","2.9498072550617","4.52867279425205","4.39654077271735","",
"Bahamas, The","BHS","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","14.9176348285079","9.53261246948029","15.3037739042139","15.2407214189894","22.6818469323213","2.94867492452197","2.27378912941909","4.4039270687237","-0.132148005766458","0.842252952952013","0.307047105519359","2.41149667017175","0.17740606982196","-0.346260387811634","-0.240066630738327","-1.30133155088256","-0.533872598584429","0.397936639570252","1.30238830334646","0.829523187459177","-0.536955148452306","-0.0417850576633796","0.00964940495336121","0.882923673997413","0.72414851181344","3.11752697579469","2.43280687170961","3.31629913649887","2.1497917526437","1.94303131104509","3.09850714482936","1.23072964943982","1.72038337334312","2.14428489451629","3.02143829739302","5.72797116772737","6.94760136713467","6.71809341196458","8.17172902365571","6.65159948547179","8.63699216304667","6.61957509346653","4.90812842804373","3.67709104901159","2.28958549422313","0.651731144360013","3.32232730035402","2.48571896288679","3.8835168586779","3.6927818725524","4.4553318414245","3.32302282453498","4.1164416890129","",
"Bosnia and Herzegovina","BIH","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.62108640132628","3.7723201862043","2.62359146003394","2.04280425934339","3.97979753441333","4.49216828974651","8.75886039736336","5.55844401745043","6.57577358932059","11.6737641903939","5.25748627826678","0.786371182353609","2.5840244914247","2.52952738058176","2.27539881306156","1.72337938246778","2.93590262269064","2.33529302949791","1.82975697484525","2.77975919041996","2.93781358415463","2.18661377542075","2.38939048355651","3.10580876199073","3.25972986458721","",
"Belarus","BLR","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0760869565217391","0.107208121827411","0.0702242454897994","0.105222276220522","0.708145893170836","2.48821961126407","1.3349667668811","3.6578605079073","0.93273178742692","0.775405864952368","1.69305705420781","0.963790820679998","0.707817258030317","1.01489264466989","0.966130137383779","3.99176494489288","3.60135661387402","3.68858496262614","2.43465600372626","6.48031997656593","2.22818019245943","2.97388136295762","2.36256024522518","2.92676157012568","2.61275643208459","2.33219360612021","2.3762653793329","1.97686317571178","2.27009964534033","1.76640687852003","2.21589384103693","",
"Belize","BLZ","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","13.2921148856389","5.65385964534686","","","","","","","1.46735143066764","-0.0329380764163373","","-1.01994057954645","","","-1.72589157665267","1.73999947218245","1.98585449478984","2.43700642063444","4.37372396234366","5.05236730346835","3.15199372509693","2.28580765021711","2.24905333805254","1.22663597569857","1.99694793677739","2.57810361778127","1.95471549778487","1.37277917128766","1.90491453219893","5.88535653468239","2.60537349876593","5.23700230038642","2.05322212805366","-0.838185345544295","7.99671851494841","8.64413142209728","6.86958966256041","8.26109675267363","9.79654350461386","6.47289988421138","5.54605971573942","5.24229441931113","10.2237997646127","4.56274968416473","6.63946780032499","2.69371545694887","1.46092588258234","1.40433712392807","5.32285070919868","3.93457925829276","3.72133508787436","5.17597863176034","4.97818726334048","",
"Bermuda","BMU","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.18315877479306","3.28036622557932","1.81985920606612","1.92229282122763","1.13572050190152","0.137152331538839","0.308131445530601","18.543033953419","0.897674181658031","-1.43505859375","9.12004716705005","2.45744472252848","-1.06291792617825","3.3568408029942","-4.08488216132165","0.746514450097399","0.849151218045338","-0.0534057831746824","-2.15032691390736","-1.06108315938513","-4.03383539732899","1.32046326053902","0.0591344675296509","6.91894747926827","0.696987482812325","-0.435904227405248","",
"Bolivia","BOL","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","1.96298625062076","0.175169013521819","1.25995812619617","0.364039245014245","2.105030219388","2.56024772018787","-0.296339656465509","-0.0371626329725461","0.305842929709316","0.775967187673207","1.0560924312882","1.31003131167526","0.555318908376068","0.129294229288301","0.11346497825812","0.185967742373081","0.2525645709753","0.876273748852445","-0.219679273436366","-0.517390530797492","0.558798940850843","0.973188205098959","1.64957769476396","2.15878792325071","2.17681238557843","5.847960416432","6.40939922529255","9.21807040100919","11.1715280663643","12.196646241927","8.76830997312938","8.66860569359696","8.55789350643914","2.442343967183","0.745772608696722","-2.49886824544741","2.45168756123775","2.79185385749299","3.07261074755318","2.43967814560444","3.16542867647895","3.58442251378885","3.91355014614083","5.70662211902913","1.98982485629696","1.68072787961335","0.988080149462259","1.89949328085862","0.750524780939579","-0.529735011311977","-3.08351648267274","1.44427761109044","0.00647571147170706","",
"Brazil","BRA","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.265745409401812","0.214091608459097","0.270782602926052","0.527662776453026","0.294773777174906","0.562400711704095","0.631586020354494","1.47596541135756","2.15045305915354","3.34088809328503","4.73377022686194","5.03391680528314","4.14759377398385","3.25358061271527","1.81340052439306","2.71353166307823","1.73389354610707","1.75312570318945","3.19082601285064","2.99060946913286","1.88848224084392","3.73001288331747","3.91518011396487","3.75496285610022","3.04150901601519","3.57135266957477","3.59214931773371","4.13737803912088","3.33825981744108","4.07748668070066","3.69267321290506","2.59263795330717","2.81521950982221","3.88555418147955","",
"Barbados","BRB","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","0.768958541671442","1.11620867625425","1.58231743407684","0.992531437393942","1.62547745309191","4.52076334272788","2.89445432220039","3.3476791610888","3.01995706962836","1.30661685438455","2.67282392026578","0.344084832451499","0.500725184709284","0.416576137689615","1.43314278511253","0.432814010713655","0.557283807402607","0.367464175938115","0.738375063873275","0.455674015101952","0.601949040905939","2.87796552313736","0.670002532391207","1.12886960476149","1.03513021371689","1.61051383944511","2.40879045285177","2.99574106858733","7.35049907613069","5.75483061520486","6.62895921033532","10.2123680027307","8.11550814390212","10.1926524809585","12.854561091479","7.97241641719852","9.38696164516734","9.86927532782837","11.4447947919286","2.22149910169517","16.0100152118761","14.5442742566351","11.510753330241","1.83246065270517","4.72768455555012","4.03231785587239","5.53093610196674","4.84928325648473","3.50880270879569","",
"Brunei Darussalam","BRN","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","47.76106286027","-8.88491673577708","-1.3957466472033","0.0669598234410218","0.193742197079734","0.0727550173260179","-2.1707092909758","-0.189874751585124","0.235375390695778","0.0124829066277411","-0.397053522589448","-0.254452901606925","0.145630981864007","0.0941572520587402","0.021149735390717","0.104156834487636","-0.256510877643475","-0.00254130927959455","0.0170960238605304","0.334948648516729","0.198836091521705","0.13507036747459","0.167318694057227","0.1948496834489","0.144107723209995","12.3098398357992","12.7769693276029","13.5019795573409","14.1503295943953","16.2576020982716","9.15816389678029","1.08363580052786","3.93047203509127","1.88826312971973","1.438045611737","1.83675167028945","0.765785258635404","2.10354744479814","1.54365209872544","3.03362632520526","3.50706002855764","3.73098773925315","4.54055752759947","4.28665973462094","3.35660795794307","1.32471234684473","-1.32056726982867","3.85818317072908","3.80485731593467","2.77118007919323","4.7105756528403","1.46181722244564","-1.75293370628154","",
"Bhutan","BTN","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.556009229921495","0.249693827492942","","","","0.0172122381711195","0.461424354408845","-0.198734302841513","","0.263021673645692","","","0.465667659590658","0.557998425506498","1.29800844604495","0.779342877672476","0.699745591874473","6.32160321158959","0.256065913099716","1.48294026089837","4.86269063118315","1.75238139480964","1.36871637746036","1.16350441253451","1.23407532482092","0.321968657810016","0.550454750575213","-0.638806340969476","0.102559426819443","0.475617070464636","-0.113401542381802","0.245054299055599","","",
