event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
TUR14544,2020-12-31,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Turkey),Labor Group (Turkey),6,Police Forces of Turkey (2016-),,1,16,,792,Middle East,Turkey,Istanbul,Besiktas,,Besiktas,41.0454,29.0099,1,Mezopotamya Agency; Human Rights Foundation of Turkey,Other-National,"On 31 December 2020, former employees of a bankrupt electronics chain brand held a protest outside Bogazici university in Besiktas, Istanbul to demand their salary payments pending since the bankruptcy. Police intervened in the event and detained 6 protesters.",0,crowd size=no report,1610383558
TUR14650,2020-12-31,2020,1,Political violence,Explosions/Remote violence,Grenade,HBDH: Peoples United Revolutionary Movement,,3,,,0,30,,792,Middle East,Turkey,Istanbul,Arnavutkoy,,Arnavutkoy,41.1836,28.7402,2,ANF News; Sozcu; Peoples' United Revolutionary Movement; Takvim,Other-National,"On 31 December 2020, HBDH militants attacked a store of a chain supermarket in Islambey neighborhood of Arnavutkoy, Istanbul by throwing an explosive device, inflicting material damage. The attack occurred in the night while the store was closed and no interaction with the civilians was reported.",0,,1610383559
TUR14804,2020-12-31,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Women (Turkey),6,,,0,60,,792,Middle East,Turkey,Adana,Seyhan,,Adana,37.0017,35.3289,1,ANF News; Mezopotamya Agency,National-International,"On 31 December 2020, women's rights groups held a demonstration in Adana town center to protest femicides and all forms of violence targeting women.",0,crowd size=no report,1610383559
TUR14806,2020-12-31,2020,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Turkey (2016-) Gendarmerie,,1,PKK: Kurdistan Workers Party,,2,12,,792,Middle East,Turkey,Bingol,Bingol,,Bingol,38.8847,40.4939,2,Aydinlik; Ihlas News Agency; Haber 7,National,"Weapons seizure: On 31 December 2020, Turkish gendarmerie forces seized a number of weapons allegedly belonging to PKK, during the security operations carried out in a central district of Bingol. The weapons seized included 5 hand grenades, 1905 rounds of ammunition and various other supplies.",0,,1610383559
TUR14811,2020-12-31,2020,1,Strategic developments,Strategic developments,Change to group/activity,Government of Turkey (2016-),,1,,,0,10,,792,Middle East,Turkey,Hakkari,Hakkari,,Hakkari,37.5744,43.7408,3,Mezopotamya Agency; ANF News; Cumhuriyet; Haber Ercis,Subnational-National,"Security measures: On 31 December 2020, Hakkari Governor's Office issued a ban on all forms of marches, protests, press conferences, sit-ins and other political gatherings in the province for 15 days as part of the measures to curb the coronavirus outbreak.",0,,1610383559
TUR14813,2020-12-31,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Women (Turkey),6,,,0,60,,792,Middle East,Turkey,Hatay,Antakya,,Hatay,36.2066,36.1572,1,Mezopotamya Agency; ANF News,National-International,"On 31 December 2020, women's rights groups held a demonstration in Hatay town center to protest femicides and all forms of violence targeting women.",0,crowd size=no report,1618492828
TUR14816,2020-12-31,2020,1,Strategic developments,Strategic developments,Looting/property destruction,HBDH: Peoples United Revolutionary Movement,,3,Civilians (Turkey),Labor Group (Turkey); AKP: Justice and Development Party,7,37,,792,Middle East,Turkey,Bursa,Osmangazi,,Osmangazi,40.2259,29.0439,2,ANF News; Peoples' United Revolutionary Movement,Other-International,"Property destruction: On 31 December 2020, HBDH militants carried out an arson attack in Osmangazi district of Bursa, inflicting major material damage to a factory, due to the owner's alleged ties with AKP.",0,,1610383559
TUR14818,2020-12-31,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),HDP: Peoples Democratic Party; Government of Turkey (2016-); TJA: Free Women's Movement; Women (Turkey); KESK: Confederation of Public Workers Unions; Labor Group (Turkey),6,,,0,60,,792,Middle East,Turkey,Sanliurfa,Karakopru,,Sanliurfa,37.1671,38.7939,1,Mezopotamya Agency; ANF News,National-International,"On 31 December 2020, HDP, TJA and KESK staged a demonstration in Sanliurfa town center to protest femicides and all forms of violence targeting women. HDP MPs attended the event.",0,crowd size=no report,1618492829
TUR14819,2020-12-31,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),,6,,,0,60,,792,Middle East,Turkey,Sirnak,Sirnak,,Sirnak,37.5139,42.4543,1,A Haber; Ihlas News Agency; Haberler,National,"On 31 December 2020, families who claim their children have been kidnapped by the PKK held a protest outside the HDP's provincial building in Sirnak city center.",0,crowd size=no report,1610383559
TUR14820,2020-12-31,2020,2,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Turkey (2016-) Gendarmerie,,1,PKK: Kurdistan Workers Party,,2,12,,792,Middle East,Turkey,Tunceli,Tunceli,,Tunceli,39.0992,39.5435,2,Haber 7; Anadolu Agency,National,"Property destruction: Around 31 December 2020 (as reported), Turkish Gendarmerie forces destroyed 4 PKK shelters together with the supplies and weapons found inside during the security operations carried out in the central district of Tunceli.",0,,1610383559
TUR14810,2020-12-31,2020,2,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Turkey (2016-) Gendarmerie,,1,PKK: Kurdistan Workers Party,,2,12,,792,Middle East,Turkey,Bingol,Genc,,Genc,38.7506,40.5542,2,Anadolu Agency,National,"Weapons seizure: Around 31 December 2020 (as reported), Turkish gendarmerie forces seized a number of weapons allegedly belonging to PKK, during the security operations carried out in the Genc district of Bingol. The weapons seized included 60 kilograms of explosives and various other supplies.",0,,1610383560
TUR14814,2020-12-31,2020,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Jinen Tirejen Roje,,3,,,0,30,,792,Middle East,Turkey,Istanbul,Kartal,,Kartal,40.9050,29.1886,2,ANF News,International,"On 31 December 2020, Jinen Tirejen Roje initiative carried out a remote explosive attack in Kartal district of Istanbul targeting a supermarket and 3 vehicles. No interaction with civilians was reported.",0,,1610383560
TUR14812,2020-12-31,2020,2,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Turkey (2016-) Gendarmerie,,1,PKK: Kurdistan Workers Party,,2,12,,792,Middle East,Turkey,Batman,Hasankeyf,,Hasankeyf,37.7061,41.4048,2,Haber 7,National,"Weapons seizure: Around 31 December 2020 (as reported), Turkish gendarmerie forces seized a number of weapons allegedly belonging to PKK, during the security operations carried out in the Hasankeyf district of Batman. The weapons seized included 3.5 kilograms of C4 explosives, one RPG and various other supplies.",0,,1610383575
TUR14817,2020-12-31,2020,2,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Turkey (2016-) Gendarmerie,,1,PKK: Kurdistan Workers Party,,2,12,,792,Middle East,Turkey,Osmaniye,Osmaniye,,Osmaniye,37.0742,36.2478,2,Ihlas News Agency,National,"Property destruction: Around 31 December 2020 (as reported), Turkish Gendarmerie forces destroyed a PKK shelter together with the supplies found inside during the security operations carried out in Amanos mountains region in the central district of Osmaniye.",0,,1610383575
TUR14809,2020-12-31,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),,6,,,0,60,,792,Middle East,Turkey,Diyarbakir,Yenisehir,,Diyarbakir,37.9136,40.2172,1,Ihlas News Agency,National,"On 31 December 2020, families who claim their children have been kidnapped by the PKK continued their sit-in protest outside the HDP's provincial building in Diyarbakir city center. The families accused HDP of working with PKK, and demanded their children be returned.",0,crowd size=no report,1618492853
TUR14808,2020-12-31,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Labor Group (Turkey),6,,,0,60,,792,Middle East,Turkey,Diyarbakir,Yenisehir,,Diyarbakir,37.9136,40.2172,1,Mezopotamya Agency,National,"On 31 December 2020, a union representing the workers of the state's postal service (PTT) held a demonstration in Diyarbakir town center, protesting the decisions dismissing some workers and posting some others to different cities nation-wide. The protesters claimed the decisions were arbitrary and related to the workers' union activities.",0,crowd size=no report,1618492829
TUR14543,2020-12-31,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Martyrs of Xinire Vengeance Unit,,3,Civilians (Turkey),,7,37,,792,Middle East,Turkey,Batman,Batman,,Batman,37.8874,41.1322,1,ANF News,International,"Property destruction: On 31 December 2020, Martyrs of Xinire Vengeance Unit carried out arson attacks in Iluh neighborhood of Batman, inflicting material damage to two transformers providing electricity to the neighborhood.",0,,1614639424
TUR14545,2020-12-31,2020,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Leyla Saylemez Vengeance Unit,,3,,,0,30,,792,Middle East,Turkey,Istanbul,Catalca,,Catalca,41.1432,28.4615,1,ANF News,International,"On 31 December 2020, Leyla Saylemez Vengeance Units carried out a remote explosive attack targeting a factory in Catalca, Istanbul, due to their owners' ties with AKP. Heavy material damage was inflicted, but no interaction with civilians was reported.",0,,1614639424
TUR14546,2020-12-31,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Martyrs of Xinire Vengeance Unit,,3,Civilians (Turkey),AKP: Justice and Development Party; Labor Group (Turkey),7,37,,792,Middle East,Turkey,Istanbul,Gungoren,,Gungoren,41.0185,28.8836,2,ANF News,International,"Property destruction: On 31 December 2020, Martyrs of Xinire Vengeance Unit carried out an arson attack in Gungoren district of Istanbul, inflicting material damage to a commercial store due to owner's alleged ties with AKP.",0,,1614639424
TUR14807,2020-12-31,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Jinen Tirejen Roje,,3,Civilians (Turkey),,7,37,,792,Middle East,Turkey,Kocaeli,Darica,,Darica,40.7801,29.3754,2,ANF News,International,"Property destruction: On 31 December 2020, Jinen Tirejen Roje initiative carried out arson attacks in the Darica district of Kocaeli, inflicting material damage to a number of civilian vehicles.",0,,1632838602
TUR14805,2020-12-31,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Jinen Tirejen Roje,,3,Civilians (Turkey),,7,37,,792,Middle East,Turkey,Istanbul,Bakirkoy,,Bakirkoy,40.9894,28.8712,1,ANF News,International,"Property destruction: On 31 December 2020, Jinen Tirejen Roje initiative carried out arson attacks in the Bakirkoy, Istanbul, inflicting material damage to a number of civilian vehicles.",0,,1705379990
TUR14821,2020-12-31,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Government of Turkey (2016-); HDP: Peoples Democratic Party; Women (Turkey),6,,,0,60,,792,Middle East,Turkey,Diyarbakir,Yenisehir,,Yenisehir,37.9201,40.2299,1,ANF News; Mezopotamya Agency,National-International,"On 31 December 2020, a group of women's rights activists held a demonstration in Yenisehir town center of Diyarbakir to protest femicides and all forms of violence targeting women. HDP MPs attended the event.",0,crowd size=no report,1705379990
TUR14815,2020-12-31,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Government of Turkey (2016-); HDP: Peoples Democratic Party; Women (Turkey),6,,,0,60,,792,Middle East,Turkey,Mersin,Akdeniz,,Mersin,36.7970,34.6307,1,ANF News; Mezopotamya Agency,National-International,"On 31 December 2020, a group of women's rights activists held a demonstration in Mersin town center to protest femicides and all forms of violence targeting women. HDP MPs attended the event.",0,crowd size=no report,1715049776
TUR14647,2020-12-30,2020,1,Political violence,Violence against civilians,Attack,Military Forces of Turkey (2016-),,1,Civilians (Turkey),,7,17,Civilian targeting,792,Middle East,Turkey,Hakkari,Semdinli,,Samanli,37.0667,44.3667,1,Haber Ercis; Rudaw; ANF News,Subnational-International,"On 30 December 2020, Turkish soldiers opened fire and lightly injured a civilian near the border with Iraq on Celikan hill in the Derindere (Samanli) village of Derecik district, Hakkari. Various sources reported that soldiers deliberately opened fire targeting the group who was in the area for a picnic, but the Hakkari governor's office claimed the group was in a restricted area, and soldiers only fired guns into the air as they resisted to comply the order to leave, which caused the injury indirectly.",0,,1618492896
TUR14789,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),,6,,,0,60,,792,Middle East,Turkey,Diyarbakir,Yenisehir,,Diyarbakir,37.9136,40.2172,1,Ihlas News Agency; Haber 7; Sozcu,National,"On 30 December 2020, families who claim their children have been kidnapped by the PKK continued their sit-in protest outside the HDP's provincial building in Diyarbakir city center. The families accused HDP of working with PKK, and demanded their children be returned.",0,crowd size=no report,1618492869
TUR14791,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),TTB: Turkish Medical Association; Health Workers (Turkey); Labor Group (Turkey); DISK: Confederation of Progressive Trade Unions of Turkey,6,,,0,60,,792,Middle East,Turkey,Istanbul,Fatih,,Fatih,41.0225,28.9408,1,Mezopotamya Agency; ANF News; Haber Ercis,National-International,"On 30 December 2020, TTB held a demonstration outside Istanbul University's faculty of medicine in Fatih, Istanbul to protest the working conditions of the health workers during the coronavirus pandemic and to draw attention to the over 300 health workers who lost their lives due to the virus. Protesters demanded the ministry of health take necessary measures to protect health workers. DISK executives also attended the event.",0,crowd size=no report,1610383559
TUR14792,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),KESK: Confederation of Public Workers Unions; Labor Group (Turkey),6,,,0,60,,792,Middle East,Turkey,Hakkari,Hakkari,,Hakkari,37.5744,43.7408,1,ANF News; Mezopotamya Agency,National-International,"On 30 December 2020, KESK held a demonstration in Hakkari town to protest the working conditions of health workers during the coronavirus pandemic and to draw attention to those who lost their lives due to the virus. Protesters demanded the ministry of health take necessary measures to protect health workers.",0,crowd size=no report,1610383559
TUR14793,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Women (Turkey); HDP: Peoples Democratic Party; Government of Turkey (2016-); HDK: Peoples Democratic Congress,6,,,0,60,,792,Middle East,Turkey,Istanbul,Kadikoy,,Kadikoy,40.9813,29.0521,1,ANF News; Haberler,National-International,"On 30 December 2020, around 100 people including women's rights activists held a demonstration in Kadikoy town center, Istanbul to protest femicides and all forms of violence targeting women. HDP MPs and HDK executives supported the event.",0,crowd size=around 100,1610383559
TUR14798,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Women (Turkey); Students (Turkey),6,,,0,60,,792,Middle East,Turkey,Istanbul,Maltepe,,Maltepe,40.9541,29.1684,1,Haberler; ANF News; Mezopotamya Agency,National-International,"On 30 December 2020, women's rights groups and students held a demonstration at Aydin University campus in Maltepe, Istanbul to protest femicides and all forms of violence targeting women, following the killing of an academic of the university in a femicide.",0,crowd size=no report,1610383559
TUR14801,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Labor Group (Turkey); SES: Trade Union of Employees in Public Health and Social Services; Health Workers (Turkey),6,,,0,60,,792,Middle East,Turkey,Sanliurfa,Karakopru,,Sanliurfa,37.1671,38.7939,1,Mezopotamya Agency; ANF News,National-International,"On 30 December 2020, SES held a demonstration in Sanliurfa town to protest the working conditions of the health workers during the coronavirus pandemic and to draw attention to those who lost their lives due to the virus. Protesters demanded the ministry of health take necessary measures to protect health workers.",0,crowd size=no report,1618492871
TUR14803,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),TTB: Turkish Medical Association; Health Workers (Turkey); Labor Group (Turkey); SES: Trade Union of Employees in Public Health and Social Services,6,,,0,60,,792,Middle East,Turkey,Van,Ipekyolu,,Van,38.4946,43.3832,1,ANF News; Mezopotamya Agency,National-International,"On 30 December 2020, various organizations representing health workers including local TTB and SES held a demonstration in Van town to protest the working conditions of the health workers during the coronavirus pandemic and to draw attention to those who lost their lives due to the virus. Protesters demanded the ministry of health take necessary measures to protect health workers.",0,crowd size=no report,1618492871
TUR14785,2020-12-30,2020,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,YPS: Civil Protection Units,,2,,,0,20,,792,Middle East,Turkey,Mugla,Bodrum,,Bodrum,37.0383,27.4292,2,ANF News,International,"On 30 December 2020, Martyr Harun Kocer Vengeance Units of YPS carried out a remote explosive attack targeting a factory in Bodrum district of Mugla. The attack caused a fire and inflicted heavy material damage, but no interaction with civilians was reported.",0,,1610383560
TUR14788,2020-12-30,2020,1,Strategic developments,Strategic developments,Arrests,Military Forces of Turkey (2016-),,1,Civilians (International),Refugees/IDPs (International),7,17,,792,Middle East,Turkey,Izmir,Cesme,,Coast of Cesme,38.3272,26.2627,2,Ihlas News Agency,National,"Arrests: On 30 December 2020, 200 migrants attempting to leave Turkey illegally via a cruise ship were detained in an operation carried out by the Coast Guard Command of Turkish Army in the coast of Cesme, Izmir.",0,,1610383575
TUR14782,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),TTB: Turkish Medical Association; Health Workers (Turkey); Labor Group (Turkey); SES: Trade Union of Employees in Public Health and Social Services,6,,,0,60,,792,Middle East,Turkey,Antalya,Muratpasa,,Antalya,36.9081,30.6956,1,Mezopotamya Agency,National,"On 30 December 2020, various organizations representing health workers including local of TTB and SES held a demonstration in Antalya town center to protest the working conditions of the health workers during the coronavirus pandemic and to draw attention to those who lost their lives due to the virus. Protesters demanded the ministry of health take necessary measures to protect health workers.",0,crowd size=no report,1618492899
TUR14784,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),HDP: Peoples Democratic Party; TJA: Free Women's Movement; Women (Turkey),6,,,0,60,,792,Middle East,Turkey,Batman,Batman,,Batman,37.8874,41.1322,1,Mezopotamya Agency,National,"On 30 December 2020, HDP and TJA held a demonstration in Batman town center to protest femicides and all forms of violence targeting women.",0,crowd size=no report,1610383576
TUR14790,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Labor Group (Turkey); SES: Trade Union of Employees in Public Health and Social Services; Health Workers (Turkey),6,,,0,60,,792,Middle East,Turkey,Diyarbakir,Yenisehir,,Diyarbakir,37.9136,40.2172,1,Mezopotamya Agency,National,"On 30 December 2020, various organizations representing health workers including SES held a demonstration outside Dicle University hospital in Diyarbakir to protest the working conditions of the health workers during the coronavirus pandemic and to draw attention to those who lost their lives due to the virus. Protesters demanded the ministry of health take necessary measures to protect health workers.",0,crowd size=no report,1618492868
TUR14802,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Women (Turkey),6,,,0,60,,792,Middle East,Turkey,Tunceli,Tunceli,,Tunceli,39.0992,39.5435,1,Mezopotamya Agency,National,"On 30 December 2020, women's rights groups held a demonstration in Tunceli town center to protest femicides and all forms of violence targeting women.",0,crowd size=no report,1610383577
TUR14649,2020-12-30,2020,1,Political violence,Riots,Mob violence,Rioters (Turkey),,5,Civilians (Turkey),HDP: Peoples Democratic Party,7,57,Civilian targeting,792,Middle East,Turkey,Bursa,Inegol,,Inegol,40.0781,29.5133,1,ANF News,International,"On 30 December 2020, unidentified rioters attacked HDP's district organization building in Inegol, Bursa. Attackers broke into the building in the night and set some furniture, party flags and banners on fire, causing minor material damage.",0,crowd size=no report,1622485672
TUR14800,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Women (Turkey); We Will Stop Femicides Movement,6,,,0,60,,792,Middle East,Turkey,Gaziantep,Sahinbey,,Sahinbey,37.0484,37.3437,1,Haberler,National,"On 30 December 2020, a group of women activists of the 'We will Stop Femicide Movement' held a demonstration in Sahinbey town center, Gaziantep to protest femicides and all forms of violence targeting women.",0,crowd size=no report,1624927677
TUR14783,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Lawyers (Turkey),6,,,0,60,,792,Middle East,Turkey,Istanbul,Bakirkoy,,Bakirkoy,40.9894,28.8712,1,Mezopotamya Agency,National,"On 30 December 2020, a group of lawyers held a demonstration outside the Bakirkoy courthouse in Bakirkoy, Istanbul to protest a physical assault case in which an intern lawyer was allegedly attacked by a court clerk.",0,crowd size=no report,1705379990
TUR14781,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Health Workers (Turkey); Labor Group (Turkey); SES: Trade Union of Employees in Public Health and Social Services; TTB: Turkish Medical Association,6,,,0,60,,792,Middle East,Turkey,Ankara,Altindag,,Altindag,39.9667,32.9225,1,Mezopotamya Agency,National,"On 30 December 2020, various organizations representing health workers including local of TTB and SES held a demonstration outside Ankara university hospital in Altindag, Ankara to protest the working conditions of the health workers during the coronavirus pandemic and to draw attention to those who lost their lives due to the virus. Protesters demanded the ministry of health take necessary measures to protect health workers.",0,crowd size=no report,1715049776
TUR14786,2020-12-30,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Turkey),Women (Turkey),6,Police Forces of Turkey (2016-),,1,16,,792,Middle East,Turkey,Ankara,Cankaya,,Cankaya,39.9179,32.8627,1,ANF News; Human Rights Foundation of Turkey; Mezopotamya Agency; Sozcu,Other-National,"On 30 December 2020, women's rights groups held a demonstration in Cankaya, Ankara to protest femicides and all forms of violence targeting women. Police intervened in the event and dispersed the group, detaining 7 protesters.",0,crowd size=no report,1715049776
TUR14787,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),IHD: Human Rights Association; TIHV: Human Rights Foundation of Turkey,6,,,0,60,,792,Middle East,Turkey,Ankara,Cankaya,,Cankaya,39.9179,32.8627,1,Mezopotamya Agency,National,"On 30 December 2020, various NGOs including IHD and TIHV staged a demonstration outside the IHD's building in Cankaya, Ankara in protest of a bill introduced to the parliament, which will allow the ministry of interior to dismiss the management of NGOs and replace them with 'trustees' in case it is considered necessary whilst they are under investigation.",0,crowd size=no report,1715049776
TUR14794,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Egitim Sen: Education and Science Workers Union; Government of Turkey (2016-); HDP: Peoples Democratic Party; KESK: Confederation of Public Workers Unions; Labor Group (Turkey); Teachers (Turkey),6,,,0,60,,792,Middle East,Turkey,Izmir,Karsiyaka,,Karsiyaka,38.4573,27.1106,1,Mezopotamya Agency,National,"On 30 December 2020, Egitim-Sen organized a demonstration in Karsiyaka, Izmir to protest legislative decrees which dismissed thousands of public workers since the July 2016 coup attempt. KESK members and HDP MPs also attended the event.",0,crowd size=no report,1715049776
TUR14795,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Health Workers (Turkey); Labor Group (Turkey); SES: Trade Union of Employees in Public Health and Social Services; TTB: Turkish Medical Association,6,,,0,60,,792,Middle East,Turkey,Izmir,Konak,,Konak,38.4173,27.1302,1,ANF News; Mezopotamya Agency,National-International,"On 30 December 2020, various organizations representing health workers including loca TTB and SES held a demonstration in Konak town center, Izmir to protest the working conditions of the health workers during the coronavirus pandemic and to draw attention to those who lost their lives due to the virus. Protesters demanded the ministry of health take necessary measures to protect health workers.",0,crowd size=no report,1715049776
TUR14796,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),DISK: Confederation of Progressive Trade Unions of Turkey; Labor Group (Turkey); Women (Turkey),6,,,0,60,,792,Middle East,Turkey,Izmir,Konak,,Konak,38.4173,27.1302,1,Mezopotamya Agency,National,"On 30 December 2020, DISK's women wing held a demonstration in Konak, Izmir to protest femicides and all forms of violence targeting women.",0,crowd size=no report,1715049776
TUR14797,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),CHP: Republican Peoples Party,6,,,0,60,,792,Middle East,Turkey,Izmir,Konak,,Konak,38.4173,27.1302,1,Mezopotamya Agency,National,"On 30 December 2020, CHP's district organization held a demonstration in Konak town, Izmir to protest the economic hardship local businesses experience due to the measures against coronavirus outbreak.",0,crowd size=no report,1715049776
TUR14799,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Health Workers (Turkey); Labor Group (Turkey); SES: Trade Union of Employees in Public Health and Social Services; TTB: Turkish Medical Association,6,,,0,60,,792,Middle East,Turkey,Mersin,Akdeniz,,Mersin,36.7970,34.6307,1,Mezopotamya Agency,National,"On 30 December 2020, various organizations representing health workers including local of TTB and SES held a demonstration in Mersin town center to protest the working conditions of the health workers during the coronavirus pandemic and to draw attention to those who lost their lives due to the virus. Protesters demanded the ministry of health take necessary measures to protect health workers.",0,crowd size=no report,1715049776
TUR14766,2020-12-29,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),TTB: Turkish Medical Association; Health Workers (Turkey),6,,,0,60,,792,Middle East,Turkey,Adana,Seyhan,,Adana,37.0017,35.3289,1,Haber Ercis; Mezopotamya Agency,National,"On 29 December 2020, Adana branch of TTB held a demonstration in Adana town center to protest the working conditions of the health workers during the coronavirus pandemic and to draw attention to the over 300 health workers who lost their lives due to the virus, among which 117 were doctors. Protesters demanded the ministry of health take necessary measures to protect health workers.",0,crowd size=no report,1610383559
TUR14771,2020-12-29,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),,6,,,0,60,,792,Middle East,Turkey,Diyarbakir,Yenisehir,,Diyarbakir,37.9136,40.2172,1,Takvim; Haberler,National,"On 29 December 2020, families who claim their children have been kidnapped by the PKK continued their sit-in protest outside the HDP's provincial building in Diyarbakir city center. The families accused HDP of working with PKK, and demanded their children be returned.",0,crowd size=no report,1618492901
TUR14772,2020-12-29,2020,2,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Turkey (2016-) Gendarmerie,,1,PKK: Kurdistan Workers Party,,2,12,,792,Middle East,Turkey,Bitlis,Bitlis,,Doskaya,38.2798,41.9892,1,Anadolu Agency; Haber 7,National,"Property destruction: Around 29 December 2020 (as reported), Turkish Gendarmerie forces located and destroyed a PKK shelter together with the supplies and weapons found inside during the security operations carried out in Doskaya village of Bitlis.",0,,1610383559
TUR14776,2020-12-29,2020,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Turkey (2016-) Gendarmerie,,1,PKK: Kurdistan Workers Party,,2,12,,792,Middle East,Turkey,Hakkari,Cukurca,,Kazan,37.2994,43.6361,2,Takvim; Anadolu Agency; Ihlas News Agency,National,"Weapons seizure: On 29 December 2020, Turkish gendarmerie forces seized a number of weapons allegedly belonging to PKK, during the security operations carried out in the Kazan valley area in Cukurca district, Hakkari. The weapons seized included mortars, 13 shells, one rocket launcher, 27 rockets, one heavy machine gun and 1842 rounds of ammunition.",0,,1610383559
TUR14779,2020-12-29,2020,2,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Turkey (2016-) Gendarmerie,,1,PKK: Kurdistan Workers Party,,2,12,,792,Middle East,Turkey,Bitlis,Bitlis,,Narlidere,38.2313,41.8980,1,Anadolu Agency; Ihlas News Agency; Haber 7,National,"Property destruction: Around 29 December 2020 (as reported), Turkish Gendarmerie forces located and destroyed a PKK shelter together with the supplies and weapons found inside during the security operations carried out in Narlidere village of Bitlis.",0,,1610383559
TUR14780,2020-12-29,2020,2,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Turkey (2016-) Gendarmerie,,1,PKK: Kurdistan Workers Party,,2,12,,792,Middle East,Turkey,Hatay,Payas,,Nur Mountains,36.7477,36.3327,2,Anadolu Agency,National,"Property destruction: Around 29 December 2020 (as reported), Turkish Gendarmerie forces located and destroyed a PKK shelter together with the supplies and weapons found inside during the security operations carried out in Amanos (Nur Mountains) area in Hatay province.",0,,1610383560
TUR14769,2020-12-29,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),VP: Patriotic Party; Labor Group (Turkey),6,,,0,60,,792,Middle East,Turkey,Istanbul,Beylikduzu,,Beylikduzu,40.9820,28.6399,1,Aydinlik,National,"On 29 December 2020, a group of workers held a demonstration outside a factory in Beylikduzu, Istanbul to protest the dismissal of 2 workers allegedly due to their union-related activities. VP executives attended the event to express support.",0,crowd size=no report,1610383562
