event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
TUR13550,2020-09-24,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Children of Fire,,3,Civilians (Turkey),,7,37,,792,Middle East,Turkey,Eskisehir,Tepebasi,,Eskisehir,39.7767,30.5206,3,ANF News,International,"Property destruction: On 24 September 2020, the Children of Fire initiative carried out an arson attack, inflicting material damage to a civilian vehicle in Eskisehir province.",0,,1618497949
TUR13546,2020-09-24,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Women (Turkey),6,,,0,60,,792,Middle East,Turkey,Adana,Seyhan,,Adana,37.0017,35.3289,1,Bianet,National,"On 24 September 2020, a group of women's rights activists gathered in Adana town center to draw attention to domestic violence against women, which they claim escalated during the coronavirus pandemic.",0,crowd size=no report,1601306958
TUR13549,2020-09-24,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),,6,,,0,60,,792,Middle East,Turkey,Diyarbakir,Yenisehir,,Diyarbakir,37.9136,40.2172,1,Ihlas News Agency,National,"On 24 September 2020, families who claim their children have been kidnapped by the PKK continued their sit-in protest in front of the HDP's provincial building in Diyarbakir city center for the 386th day. The families accused HDP of working with PKK, and demanded their children be returned.",0,crowd size=no report,1618497909
TUR13604,2020-09-24,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Jinen Tirejen Roje,,3,Civilians (Turkey),AKP: Justice and Development Party,7,37,,792,Middle East,Turkey,Istanbul,Beykoz,,Beykoz,41.1439,29.0906,1,ANF News,International,"Property destruction: On 24 September 2020, Jinen Tirejen Roje initiative carried out an arson attack in Kavacik neighborhood of Beykoz, Istanbul, inflicting material damage to 2 civilian vehicles due to the owner's alleged ties with AKP.",0,,1601913966
TUR13547,2020-09-24,2020,1,Political violence,Battles,Armed clash,Military Forces of Turkey (2016-) Gendarmerie,,1,PKK: Kurdistan Workers Party,,2,12,,792,Middle East,Turkey,Sirnak,Beytussebap,,Beytussebap,37.5632,43.1658,2,TRT Haber; Takvim; People's Defense Forces; Anadolu Agency,Other-National,"On 24 September 2020, 6 PKK militants were killed during the second day of the clashes with Gendarmerie forces in Kato Jirka area (Kurdish name) of Beytussebap district, Sirnak.",6,,1610383558
TUR13603,2020-09-24,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Martyr Eliser Konya Vengeance Unit,Martyr Arin Mirkan Vengeance Unit,3,Civilians (Turkey),Labor Group (Turkey),7,37,,792,Middle East,Turkey,Adana,Seyhan,,Adana,37.0017,35.3289,1,ANF News,International,"Property destruction: On 24 September 2020, Martyr Eliser Konya and Martyr Arin Mirkan Vengeance units carried out an arson attack in Gulbahce neighborhood of Adana, inflicting material damage to a supermarket.",0,,1614641096
TUR25837,2020-09-24,2020,1,Political violence,Battles,Armed clash,Military Forces of Turkey (2016-),,1,PKK: Kurdistan Workers Party,,2,12,,792,Middle East,Turkey,Van,Ipekyolu,,Van,38.4946,43.3832,3,People's Defense Forces,Other,"On 24 September 2020, 4 PKK militants were killed during the clashes with Turkish army forces in Marinos region (Kurdish name) of Van province.",4,,1705970814
TUR13548,2020-09-24,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Turkey),Labor Group (Turkey),6,Police Forces of Turkey (2016-),,1,16,,792,Middle East,Turkey,Ankara,Cankaya,,Cankaya,39.9179,32.8627,1,Human Rights Foundation of Turkey,Other,"On 24 September 2020, former public workers who were dismissed by a government decree held a protest at Yuksel Street in Cankaya, Ankara to demand their jobs back. Police intervened in the protest and moved the protesters out of the area by force.",0,crowd size=no report,1715049776
TUR13538,2020-09-23,2020,1,Political violence,Battles,Armed clash,Military Forces of Turkey (2016-) Gendarmerie,,1,PKK: Kurdistan Workers Party,,2,12,,792,Middle East,Turkey,Sirnak,Beytussebap,,Beytussebap,37.5632,43.1658,2,Anadolu Agency; TRT Haber; Takvim,National,"On 23 September 2020, 4 PKK militants were killed during the clashes with Gendarmerie forces in Kato Jirka area (Kurdish name) of Beytussebap district, Sirnak.",4,,1601306958
TUR13542,2020-09-23,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Labor Group (Turkey),6,,,0,60,,792,Middle East,Turkey,Istanbul,Fatih,,Fatih,41.0225,28.9408,1,Sozcu; Takvim; Haberler; Beyaz Gazete,National,"On 23 September 2020, taxi and private minibus owners staged a demonstration outside the Istanbul municipality building in Fatih, Istanbul, to protest the Istanbul mayor's announcement on issuing new taxi and transportation licenses in the city.",0,crowd size=no report,1601306958
TUR13535,2020-09-23,2020,1,Political violence,Explosions/Remote violence,Grenade,Jinen Tirejen Roje,,3,Police Forces of Turkey (2016-) Watchmen,,1,13,,792,Middle East,Turkey,Istanbul,Atasehir,,Atasehir,40.9931,29.1338,2,ANF News,International,"On 23 September 2020, Jinen Tirejen Roje initiative attacked a vehicle carrying watchmen in Atasehir district of Istanbul by throwing improvised explosives, inflicting material damage to the vehicle.",0,,1601306958
TUR13545,2020-09-23,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Children of Fire,,3,Civilians (Turkey),Military Forces of Turkey (2016-),7,37,,792,Middle East,Turkey,Tekirdag,Suleymanpasa,,Tekirdag,40.9780,27.5085,3,ANF News,International,"Property destruction: On 23 September 2020, the Children of Fire initiative carried out an arson attack, inflicting material damage to the residence of an army personnel in Tekirdag province.",0,,1618497982
TUR13539,2020-09-23,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Children of Fire,,3,Civilians (Turkey),Labor Group (Turkey),7,37,,792,Middle East,Turkey,Bursa,Osmangazi,,Bursa,40.1956,29.0601,3,ANF News,International,"Property destruction: On 23 September 2020, the Children of Fire initiative carried out an arson attack, inflicting material damage to a furniture factory in Bursa province.",0,,1618497982
TUR13537,2020-09-23,2020,2,Strategic developments,Strategic developments,Arrests,Police Forces of Turkey (2016-),,1,Civilians (Afghanistan),Refugees/IDPs (Afghanistan),7,17,,792,Middle East,Turkey,Batman,Batman,,Batman,37.8874,41.1322,1,Ihlas News Agency,National,"Arrests: Around 23 September 2020 (as reported), Police forces captured 52 Afghan migrants that entered Turkey illegally at Batman coach station in Batman town.",0,,1601306959
TUR13541,2020-09-23,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),,6,,,0,60,,792,Middle East,Turkey,Diyarbakir,Yenisehir,,Diyarbakir,37.9136,40.2172,1,Ihlas News Agency,National,"On 23 September 2020, families who claim their children have been kidnapped by the PKK continued their sit-in protest in front of the HDP's provincial building in Diyarbakir city center for the 385th day. The families accused HDP of working with PKK, and demanded their children be returned.",0,crowd size=no report,1618497956
TUR13602,2020-09-23,2020,1,Strategic developments,Strategic developments,Looting/property destruction,YPS: Civil Protection Units,,2,Civilians (Turkey),Labor Group (Turkey),7,27,,792,Middle East,Turkey,Sanliurfa,Eyyubiye,,Eyyubiye,37.1273,38.7970,2,ANF News,International,"Property destruction: On 23 September 2020, Martyr Zelal Xerzan Vengeance Units of YPS carried out an arson attack in Eyyubiye district of Sanliurfa, inflicting material damage to a commercial minibus.",0,,1601913966
TUR13601,2020-09-23,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Children of Fire,,3,Civilians (Turkey),Labor Group (Turkey),7,37,,792,Middle East,Turkey,Balikesir,Karesi,,Balikesir,39.6492,27.8861,3,ANF News,International,"Property destruction: On 23 September 2020, the Children of Fire initiative carried out an arson attack in Balikesir province, inflicting material damage to a commercial truck.",0,,1618497967
TUR13536,2020-09-23,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Labor Group (Turkey),6,,,0,60,,792,Middle East,Turkey,Istanbul,Bakirkoy,,Bakirkoy,40.9894,28.8712,1,Haberler; Ihlas News Agency; Takvim,National,"On 23 September 2020, around 150 workers of Bakirkoy municipality held a demonstration in Bakirkoy town center, Istanbul protesting the municipality management who did not renew their collective labor agreement.",0,crowd size=around 150,1705379990
TUR13540,2020-09-23,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Turkey),Labor Group (Turkey),6,Police Forces of Turkey (2016-),,1,16,,792,Middle East,Turkey,Ankara,Cankaya,,Cankaya,39.9179,32.8627,1,Human Rights Foundation of Turkey,Other,"On 23 September 2020, former public workers who were dismissed by a government decree held a protest at Yuksel Street in Cankaya, Ankara to demand their jobs back. Police intervened in the protest and moved the protesters out of the area by force.",0,crowd size=no report,1715049776
TUR13543,2020-09-23,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Children of Fire,,3,Civilians (Turkey),Labor Group (Turkey),7,37,,792,Middle East,Turkey,Izmir,Konak,,Izmir,38.4127,27.1384,3,ANF News,International,"Property destruction: On 23 September 2020, the Children of Fire initiative carried out an arson attack, inflicting material damage to a furniture store and its warehouse in Izmir province.",0,,1715049776
TUR13544,2020-09-23,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Labor Group (Turkey),6,,,0,60,,792,Middle East,Turkey,Mersin,Akdeniz,,Mersin,36.7970,34.6307,1,Haberler; Ihlas News Agency,National,"On 23 September 2020, a group of wedding venue owners held a protest in Mersin town against the measures announced by the authorities regarding the wedding ceremonies as part of the efforts to curb the coronavirus outbreak. Protesters claimed the restrictions affect their businesses negatively.",0,crowd size=no report,1715049776
TUR13531,2020-09-22,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),TTB: Turkish Medical Association; Health Workers (Turkey); SES: Trade Union of Employees in Public Health and Social Services; KESK: Confederation of Public Workers Unions; Health Workers (Turkey),6,,,0,60,,792,Middle East,Turkey,Diyarbakir,Yenisehir,,Diyarbakir,37.9136,40.2172,1,Haber Ercis; Mezopotamya Agency,Subnational-National,"On 22 September 2020, a group of health workers held a demonstration outside Selahaddin Eyyubi state hospital in Diyarbakir town following the death of a health worker due to coronavirus. SES, TTB and KESK members attended the event.",0,crowd size=no report,1618498009
TUR13528,2020-09-22,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Jinen Tirejen Roje,,3,Civilians (Turkey),Labor Group (Turkey),7,37,,792,Middle East,Turkey,Istanbul,Arnavutkoy,,Arnavutkoy,41.1836,28.7402,2,ANF News,International,"Property destruction: On 22 September 2020, Jinen Tirejen Roje initiative carried out an arson attack in Arnavutkoy district of Istanbul, inflicting material damage to a factory and two commercial vehicles.",0,,1601306958
TUR13534,2020-09-22,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Health Workers (Turkey),6,,,0,60,,792,Middle East,Turkey,Istanbul,Zeytinburnu,,Zeytinburnu,40.9944,28.9042,1,Cumhuriyet,National,"On 22 September 2020, a group of health workers held a demonstration outside the Yedikule hospital in Zeytinburnu, Istanbul in protest of a recent attack in which health workers on duty were targeted in a hospital in Ankara.",0,crowd size=no report,1601306959
TUR13530,2020-09-22,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),,6,,,0,60,,792,Middle East,Turkey,Diyarbakir,Yenisehir,,Diyarbakir,37.9136,40.2172,1,Ihlas News Agency,National,"On 22 September 2020, families who claim their children have been kidnapped by the PKK continued their sit-in protest in front of the HDP provincial building in Diyarbakir city center for the 384th day. The families accused HDP of working with PKK, and demanded their children be returned.",0,crowd size=no report,1618497984
TUR13533,2020-09-22,2020,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,HBDH: Peoples United Revolutionary Movement,,3,Police Forces of Turkey (2016-) Watchmen,,1,13,,792,Middle East,Turkey,Izmir,Menemen,,Menemen,38.6075,27.0694,1,Peoples' United Revolutionary Movement,Other,"On 22 September 2020, HBDH militants carried out a remote explosive attack targeting a vehicle carrying 3 watchmen in Asirlik neighborhood of Menemen town, Izmir. Watchmen were wounded and the vehicle was burnt down reportedly.",0,,1601306959
TUR13529,2020-09-22,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Turkey),Labor Group (Turkey),6,Police Forces of Turkey (2016-),,1,16,,792,Middle East,Turkey,Ankara,Cankaya,,Cankaya,39.9179,32.8627,1,Human Rights Foundation of Turkey,Other,"On 22 September 2020, former public workers who were dismissed by a government decree held a protest at Yuksel Street in Cankaya, Ankara to demand their jobs back. Police intervened in the protest and moved the protesters out of the area by force.",0,crowd size=no report,1715049776
TUR13532,2020-09-22,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Children of Fire,,3,Civilians (Turkey),Labor Group (Turkey),7,37,,792,Middle East,Turkey,Izmir,Konak,,Izmir,38.4127,27.1384,3,ANF News,International,"Property destruction: On 22 September 2020, the Children of Fire initiative carried out an arson attack, inflicting material damage to a commercial store in Izmir province.",0,,1715049776
TUR13524,2020-09-21,2020,2,Strategic developments,Strategic developments,Arrests,Military Forces of Turkey (2016-) Gendarmerie,,1,Civilians (Afghanistan),Refugees/IDPs (Afghanistan); Civilians (Pakistan); Refugees/IDPs (Pakistan),7,17,,792,Middle East,Turkey,Kocaeli,Gebze,,Gebze,40.8028,29.4307,2,Anadolu Agency,National,"Arrests: Around 21 September 2020 (as reported), Gendarmerie forces captured 27 migrants that entered Turkey illegally in Gebze, Kocaeli, as they were left on a road-side by human-traffickers. The migrants were from Afghanistan and Pakistan.",0,,1601306958
TUR13526,2020-09-21,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Jinen Tirejen Roje,,3,Civilians (Turkey),Labor Group (Turkey); AKP: Justice and Development Party; MHP: Nationalist Movement Party,7,37,,792,Middle East,Turkey,Istanbul,Tuzla,,Tuzla,40.8299,29.3048,2,ANF News,International,"Property destruction: On 21 September 2020, Jinen Tirejen Roje initiative carried out an arson attack in Tuzla district of Istanbul, inflicting material damage to a factory due to their owner's alleged affiliation with AKP and MHP.",0,,1601306958
TUR13527,2020-09-21,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Labor Group (Turkey),6,,,0,60,,792,Middle East,Turkey,Istanbul,Umraniye,,Umraniye,41.0164,29.1248,1,Aydinlik,National,"On 21 September 2020, a group of workers dismissed from Cargill company due to joining a union, held a protest in Umraniye, Istanbul.",0,crowd size=no report,1601306958
TUR13523,2020-09-21,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),,6,,,0,60,,792,Middle East,Turkey,Diyarbakir,Yenisehir,,Diyarbakir,37.9136,40.2172,1,Ihlas News Agency,National,"On 21 September 2020, families who claim their children have been kidnapped by the PKK continued their sit-in protest in front of the HDP provincial building in Diyarbakir city center for the 383rd day. The families accused HDP of working with PKK, and demanded their children be returned.",0,crowd size=no report,1618498023
TUR13525,2020-09-21,2020,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,1,PKK: Kurdistan Workers Party,,2,12,,792,Middle East,Turkey,Sirnak,Cizre,,Judi Mountain,37.3694,42.3442,2,People's Defense Forces,Other,"On 21 September 2020, Turkish Army helicopters conducted airstrikes against PKK targets in Navsera Cudi zone (Kurdish name) in Judi Mountain area of Silopi, Sirnak. No information on casualties was reported.",0,,1618498032
TUR13600,2020-09-21,2020,1,Political violence,Battles,Armed clash,Military Forces of Turkey (2016-),,1,PKK: Kurdistan Workers Party,,2,12,,792,Middle East,Turkey,Hakkari,Hakkari,,Hakkari,37.5744,43.7408,2,People's Defense Forces,Other,"On 21 September 2020, 2 PKK militants were killed during the clashes with Turkish army forces in Sumbul area (Kurdish name) in the central district, Hakkari. Turkish army airstrikes also accompanied the clashes.",2,,1705970814
TUR13522,2020-09-20,2020,1,Strategic developments,Strategic developments,Change to group/activity,Government of Turkey (2016-),,1,,,0,10,,792,Middle East,Turkey,Van,Ipekyolu,,Van,38.4946,43.3832,3,ANF News; Mezopotamya Agency; Haber 7,National-International,"Security measures: On 20 September 2020, Van Governor's Office issued a ban on all forms of marches, protests, press conferences, sit-ins and other political gatherings in the province for 16 days as part of the measures to curb the coronavirus outbreak.",0,,1618498077
TUR13513,2020-09-20,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Children of Fire,,3,Police Forces of Turkey (2016-) National Intelligence Organization,,1,13,,792,Middle East,Turkey,Balikesir,Ayvalik,,Ayvalik,39.3190,26.6954,2,ANF News,International,"Property destruction: On 20 September 2020, the Children of Fire initiative carried out an arson attack in Ayvalik district of Balikesir, inflicting material damage to a training camp allegedly belonging to the National Intelligence Organization of Turkey.",0,,1601306958
TUR13517,2020-09-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),,6,,,0,60,,792,Middle East,Turkey,Diyarbakir,Yenisehir,,Diyarbakir,37.9136,40.2172,1,Ihlas News Agency,National,"On 20 September 2020, families who claim their children have been kidnapped by the PKK continued their sit-in protest in front of the HDP provincial building in Diyarbakir city center for the 382nd day. The families accused HDP of working with PKK, and demanded their children be returned.",0,crowd size=no report,1618498060
TUR13520,2020-09-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),,6,,,0,60,,792,Middle East,Turkey,Istanbul,Kadikoy,,Kadikoy,40.9813,29.0521,1,Mezopotamya Agency,National,"On 20 September 2020, a group held a demonstration in Kadikoy town center to commemorate the victims of the 2015 Suruc massacre committed by ISIS and demand justice for the case.",0,crowd size=no report,1601306959
TUR13521,2020-09-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),HDP: Peoples Democratic Party; Government of Turkey (2016-); TJA: Free Women's Movement; Women (Turkey),6,,,0,60,,792,Middle East,Turkey,Mardin,Artuklu,,Mardin,37.3131,40.7436,1,Mezopotamya Agency,National,"On 20 September 2020, TJA activists held a demonstration outside the HDP building in Mardin town center to protest femicides and other forms of physical and sexual violence targeting women. HDP MPs and executives also attended the event.",0,crowd size=no report,1618498064
TUR13514,2020-09-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Labor Group (Turkey),6,,,0,60,,792,Middle East,Turkey,Mersin,Gulnar,,Buyukeceli,36.1703,33.5539,1,Sozcu,National,"On 20 September 2020, workers of Akkuyu Nuclear power plant construction held a demonstration near the construction site in Buyukeceli village of Gulnar district, Mersin, to protest their working conditions and demand their pending salary payments.",0,crowd size=no report,1601306959
TUR13515,2020-09-20,2020,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,PKK: Kurdistan Workers Party,,2,Military Forces of Turkey (2016-) Village Guards,,1,12,,792,Middle East,Turkey,Siirt,Eruh,,Cetinkol,37.7285,42.1594,1,Kurdistan24; Ihlas News Agency; Takvim; People's Defense Forces,Other-National,"On 20 September 2020, a roadside IED allegedly planted by PKK militants detonated during the passage of a village guard's personal vehicle in Cetinkol village of Eruh, Siirt. No casualties occurred in the attack. HPG claimed that the attacked vehicle was carrying military personnel and 6 soldiers were killed in the attack, but this was not confirmed by other sources.",0,,1623104655
TUR13518,2020-09-20,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Children of Fire,,3,Civilians (Turkey),Government of Turkey (2016-),7,37,,792,Middle East,Turkey,Istanbul,Fatih,,Fatih,41.0225,28.9408,2,ANF News,International,"Property destruction: On 20 September 2020, the Children of Fire initiative carried out arson attacks in Fatih district of Istanbul, inflicting material damage to total 7 vehicles belonging to the Fatih municipality.",0,local administrators,1687837308
TUR13599,2020-09-20,2020,1,Strategic developments,Strategic developments,Looting/property destruction,YPS: Civil Protection Units,,2,Civilians (Turkey),,7,27,,792,Middle East,Turkey,Mersin,Tarsus,,Tarsus,36.9177,34.8928,2,ANF News,International,"Property destruction: On 20 September 2020, YPS militants carried out an arson attack in Tarsus district of Mersin, inflicting material damage to the electricity supply unit of the municipality building.",0,local administrators,1687837308
TUR15570,2020-09-20,2020,1,Political violence,Battles,Armed clash,Military Forces of Turkey (2016-),,1,PKK-YJA STAR: Kurdistan Workers Party-YJA STAR,,2,12,,792,Middle East,Turkey,Sirnak,Sirnak,,Gabar Mountain,37.5360,42.1070,2,ANF News,International,"On 20 September 2020, at least one PKK-YJA STAR militant was killed during clashes with Turkish army forces in Gabar mountain area of Sirnak.",1,,1705970814
TUR13516,2020-09-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Labor Group (Turkey),6,,,0,60,,792,Middle East,Turkey,Tekirdag,Corlu,,Corlu,41.1592,27.8000,1,Sozcu,National,"On 20 September 2020, a group of textile workers held a protest in Corlu town, Tekirdag to demand their salaries and severance pays which have been pending since the factory they work at was taken over by a new owner.",0,crowd size=no report,1715042113
TUR13512,2020-09-20,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Children of Fire,,3,Civilians (Turkey),Labor Group (Turkey),7,37,,792,Middle East,Turkey,Ankara,Cankaya,,Ankara,39.9333,32.8598,3,ANF News,International,"Property destruction: On 20 September 2020, the Children of Fire initiative carried out an arson attack, inflicting material damage to a commercial truck in Ankara province.",0,,1715049776
TUR13519,2020-09-20,2020,1,Strategic developments,Strategic developments,Looting/property destruction,Children of Fire,,3,Civilians (Turkey),Labor Group (Turkey),7,37,,792,Middle East,Turkey,Izmir,Konak,,Izmir,38.4127,27.1384,3,ANF News,International,"Property destruction: On 20 September 2020, the Children of Fire initiative carried out an arson attack, inflicting material damage to 6 commercial vehicles in an industrial zone in Izmir province.",0,,1715049776
TUR13494,2020-09-19,2020,2,Strategic developments,Strategic developments,Arrests,Police Forces of Turkey (2016-),,1,Civilians (International),Refugees/IDPs (International),7,17,,792,Middle East,Turkey,Van,Ipekyolu,,Ipekyolu,38.5535,43.6212,2,Anadolu Agency,National,"Arrests: Around 19 September 2020 (as reported), Police forces detained total 87 migrants that entered Turkey illegally during the operations carried out in Ipekyolu district of Van. The migrants were from Afghanistan, Pakistan, Iran and Bangladesh.",0,,1600705030
TUR13492,2020-09-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),,6,,,0,60,,792,Middle East,Turkey,Diyarbakir,Yenisehir,,Diyarbakir,37.9136,40.2172,1,Ihlas News Agency,National,"On 19 September 2020, families who claim their children have been kidnapped by the PKK continued their sit-in protest in front of the HDP provincial building in Diyarbakir city center for the 381st day. The families accused HDP of working with PKK, and demanded their children be returned.",0,crowd size=no report,1618498109
TUR13501,2020-09-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),HDP: Peoples Democratic Party; Government of Turkey (2016-); DTK: Democratic Society Congress; DBP: Democratic Regions Party,6,,,0,60,,792,Middle East,Turkey,Sanliurfa,Viransehir,,Viransehir,37.2235,39.7552,1,Mezopotamya Agency,National,"On 19 September 2020, HDP members held a demonstration outside the party's district organization building in Viransehir, Sanliurfa to protest the extrajudicial abduction of a party member by intelligence officers in Kayapinar, Diyarbakir. HDP MPs, DTK and DBP members also attended the event.",0,crowd size=no report,1600705031
TUR13500,2020-09-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),HDP: Peoples Democratic Party; Government of Turkey (2016-),6,,,0,60,,792,Middle East,Turkey,Van,Ipekyolu,,Van,38.4946,43.3832,1,Mezopotamya Agency,National,"On 19 September 2020, HDP members held a demonstration outside the party's provincial building in Van town centre to protest the extrajudicial abduction of a party member by intelligence officers in Kayapinar, Diyarbakir. HDP MPs also attended the event.",0,crowd size=no report,1618498112
TUR13499,2020-09-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),HDP: Peoples Democratic Party,6,,,0,60,,792,Middle East,Turkey,Mardin,Artuklu,,Mardin,37.3131,40.7436,1,Mezopotamya Agency,National,"On 19 September 2020, HDP members held a demonstration outside the party's provincial building in Mardin town centre to protest the extrajudicial abduction of a party member by intelligence officers in Kayapinar, Diyarbakir.",0,crowd size=no report,1618498112
TUR13495,2020-09-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),HDP: Peoples Democratic Party; Government of Turkey (2016-),6,,,0,60,,792,Middle East,Turkey,Istanbul,Fatih,,Istanbul,41.0110,28.9578,1,Mezopotamya Agency,National,"On 19 September 2020, HDP members held a demonstration outside the party's provincial building in Istanbul town centre to protest the extrajudicial abduction of a party member by intelligence officers in Kayapinar, Diyarbakir. HDP MPs also attended the event.",0,crowd size=no report,1618498112
TUR13491,2020-09-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),HDP: Peoples Democratic Party; Government of Turkey (2016-),6,,,0,60,,792,Middle East,Turkey,Batman,Batman,,Batman,37.8874,41.1322,1,Mezopotamya Agency,National,"On 19 September 2020, HDP members held a demonstration outside the party's provincial building in Batman town centre to protest the extrajudicial abduction of a party member by intelligence officers in Kayapinar, Diyarbakir. HDP MPs also attended the event.",0,crowd size=no report,1600705031
TUR13497,2020-09-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),HDP: Peoples Democratic Party; Government of Turkey (2016-),6,,,0,60,,792,Middle East,Turkey,Diyarbakir,Kayapinar,,Kayapinar,37.9791,39.9861,1,Mezopotamya Agency,National,"On 19 September 2020, HDP members held a demonstration outside the party's district organization building in Kayapinar, Diyarbakir to protest the extrajudicial abduction of a party member by intelligence officers in the town. HDP MPs also attended the event.",0,crowd size=no report,1600705031
TUR13493,2020-09-19,2020,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),Police Forces of Turkey (2016-); Military Forces of Turkey (2016-) Gendarmerie,1,PKK: Kurdistan Workers Party,,2,12,,792,Middle East,Turkey,Hakkari,Hakkari,,Ogul,37.4356,43.7568,1,Anadolu Agency; Ihlas News Agency; TRT Haber; Sozcu,National,"On 19 September 2020, 2 PKK militants were killed or injured during the Turkish army airstrikes in Ogul village of the central district, Hakkari. Gendarmerie and police forces also supported the operation.",0,,1601306946
TUR13511,2020-09-19,2020,1,Political violence,Battles,Armed clash,Military Forces of Turkey (2016-) Gendarmerie,,1,PKK: Kurdistan Workers Party,,2,12,,792,Middle East,Turkey,Igdir,Igdir,,Igdir,39.9237,44.0450,2,Ihlas News Agency; Sozcu; Anadolu Agency; Aydinlik,National,"On 19 September 2020, one high-ranking PKK militant was killed during a security operation carried out by Gendarmerie forces in the central district of Igdir.",1,,1601306958
TUR13598,2020-09-19,2020,1,Strategic developments,Strategic developments,Looting/property destruction,YPS: Civil Protection Units,,2,Civilians (Turkey),Labor Group (Turkey),7,27,,792,Middle East,Turkey,Diyarbakir,Silvan,,Silvan,38.1371,41.0082,2,ANF News,International,"Property destruction: On 19 September 2020, Martyr Zelal Xerzan Vengeance Units of YPS carried out an arson attack in Silvan district of Diyarbakir, inflicting material damage to a cell tower of a communication company.",0,,1601913966
TUR13496,2020-09-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Women (Turkey),6,,,0,60,,792,Middle East,Turkey,Izmir,Karsiyaka,,Karsiyaka,38.4573,27.1106,1,Mezopotamya Agency,National,"On 19 September 2020, women's rights group gathered in Karsiyaka town center, Izmir to draw attention to domestic violence against women, which they claim escalated during the coronavirus pandemic.",0,crowd size=no report,1715049776
TUR13498,2020-09-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),HDP: Peoples Democratic Party,6,,,0,60,,792,Middle East,Turkey,Izmir,Konak,,Konak,38.4173,27.1302,1,Mezopotamya Agency,National,"On 19 September 2020, HDP members held a demonstration outside the party's district building in Konak, Izmir to protest the extrajudicial abduction of a party member by intelligence officers in Kayapinar, Diyarbakir.",0,crowd size=no report,1715049776
TUR13482,2020-09-18,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Labor Group (Turkey),6,,,0,60,,792,Middle East,Turkey,Istanbul,Fatih,,Fatih,41.0225,28.9408,1,Haberler; Beyaz Gazete; Haber 7,National,"On 18 September 2020, a group of people running Kiosks all over the Istanbul province staged a demonstration outside the Istanbul municipality building in Fatih, Istanbul, to protest the municipality decision to raise the rental amounts they pay to the municipality.",0,crowd size=no report,1600705030
